,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
2660,Shubham Hospital,"L.P. Savani, Surat",1.0,16.0
2661,Mother Hospital & Maternity Home,"Mota Varachha, Surat",1.0,20.0
2662,Nupoor Maternity Home & Sonography Clinic,"Pal Bhatha, Surat",1.0,7.0
2663,Shree Pandav Multispeciality Hospital,"Amroli, Surat",2.0,15.0
2664,Mamta Hospital,"Adajan Dn, Surat",1.0,16.0
2665,Anand Hospital,"Varachha Road, Surat",1.0,7.0
2666,Pinkle Hospital,"Haripura, Surat",1.0,18.0
2667,Eva Hospital,"Adajan Dn, Surat",1.0,15.0
2668,Patel Hospital And Health Centre,"Sarthana Jakatnaka, Surat",1.0,
2669,Netrajyot Eye Hospital,"Udhna, Surat",1.0,
2670,Nikhil Children Hospital,"Adajan Dn, Surat",1.0,
2671,Sun Shine Global Hospital,"Dumas, Surat",1.0,
2672,Rhythm Hospital,"Katargam, Surat",1.0,
2673,"Eye Q Super Speciality Eye Hospitals, Udhna West","Udhna, Surat",1.0,
2674,Desai's Orthopaedic Hospital,"Adajan Dn, Surat",1.0,16.0
2675,Nihar Hospital,"Adajan Dn, Surat",1.0,15.0
2676,Eye Q Desai Super Speciality Eye Hospital,"Rander, Surat",1.0,
2677,Om Imaging Centre & E.N.T Hospital,"Amroli, Surat",1.0,5.0
2678,Wings Hospital,"Adajan Dn, Surat",1.0,
2679,Khushi Hospital,"Godadara, Surat",1.0,14.0
2680,Cedar Gastro Centre & Infertility Clinic,"Majura Gate, Surat",1.0,
2681,Shubham Hospital,"Malekpor, Surat",1.0,
2682,Savani Surgical Hospital,"Varachha Road, Surat",1.0,15.0
2683,Ashutosh Hospital,"Surat, Surat",1.0,
2684,Dhanwantari Ayurveda & Panchkarma Hospital,"Puna, Surat",1.0,
2685,Piplod Multispeciality Hospital and  Prasuti Gruh,"Pipodara, Surat",1.0,
2686,Pathik Hospital,"Udhna, Surat",1.0,
2687,Shreyas Ano-rectal hospital & research Centre,"Athwalines, Surat",1.0,
2688,Star Hospital,"Sagrampura Putli, Surat",1.0,
2689,Unique Hospitals,"Udhna, Surat",2.0,100.0
2690,Shree Mahavir Hospital,"Nanpura, Surat",1.0,
2691,Shree Ayurveda Hospital,"Varachha Road, Surat",2.0,2.0
2692,Civil Hospital,"Majura Gate, Surat",30.0,
2693,Aditya Orthopaedic Hospital,"Singanpore, Surat",1.0,
2694,Ashutosh Multispeciality Hospital,"Majura Gate, Surat",3.0,
2695,Agarwal Clinic," City Light Town, Surat",2.0,
2696,Shree Nandan Eye Hospital,"Varachha Road, Surat",1.0,6.0
2697,Sri Gopal Hospital,"Katargam, Surat",3.0,21.0
2698,Max Hospital,"Godadara, Surat",2.0,20.0
2699, Vivek Children Hospital,"L.P. Savani, Surat",3.0,21.0
2700,Ankur Hospital,"Varachha Road, Surat",2.0,8.0
2701,The Mother Hospital,"Mota Varachha, Surat",1.0,
2702,Radius Joint Surgery Hospital,"Gomtinagar, Lucknow",2.0,25.0
2703,Rajendra Nagar Hospital,"Rajendranagar, Lucknow",5.0,13.0
2704,Nirvan Hospital,"Indira Nagar, Lucknow",15.0,50.0
2705,Medox Hospital,"Jankipuram, Lucknow",1.0,40.0
2706,Shriram Memorial Hospital,"Indira Nagar, Lucknow",1.0,
2707,Adarsh Hospital and welfare center,"Ashiyana, Lucknow",1.0,15.0
2708,Adarsh Hospital,"Jankipuram Extension, Lucknow",1.0,25.0
2709,St. Joseph's Hospital,"Gomtinagar, Lucknow",1.0,180.0
2710,Jwala Hospital,"Indira Nagar, Lucknow",1.0,15.0
2711,Dhanraj Hospital,"Mahanagar, Lucknow",3.0,10.0
2712,Skin And Hair Hospital,"Hazratganj, Lucknow",1.0,
2713,Neera Hospital,"Mahanagar, Lucknow",1.0,160.0
2714,Devishiv Hospital,"Mahanagar, Lucknow",1.0,25.0
2715,Raghvansh Hospital,"Kalyanpur, Lucknow",1.0,5.0
2716,Gomti Hospital & Maternity Centre,"Chowk, Lucknow",1.0,10.0
2717,Pooja Nursing Home,"Paharpur, Lucknow",1.0,10.0
2718,Vivekananda Polyclinic & Institute Of Medical Sciences,"Niralanagar, Lucknow",3.0,350.0
2719,Sewa Hospital and Research Centre,"Aliganj, Lucknow",1.0,
2720,Priya Nursing Home,"Indira Nagar, Lucknow",1.0,
2721,Vatsalya Hospital,"Gomtinagar, Lucknow",3.0,
2722,Lucknow Unani Hospital,"Mahanagar, Lucknow",1.0,2.0
2723,Child Care Nursing Home,"Amberganj, Lucknow",2.0,
2724,PANKAJ E.N.T. HOSPITAL,"Alambagh, Lucknow",1.0,
2725,Health Point Hospital,"Thakurganj, Lucknow",1.0,15.0
2726,Sahara Hospital,"Gomtinagar, Lucknow",1.0,
2727,"Eye Q Super Speciality Eye Hospitals, Vijaynagar","Krishna Nagar, Lucknow",1.0,
2728,Satyam Nursing Home,"Aishbagh, Lucknow",2.0,
2729,Rajdhani Hospital,"Sgpgi, Lucknow",2.0,
2730,Career Medical College & Hospital,"Ghaila, Lucknow",1.0,
2731,Shree Pran Nath Ji Chikitsalaya,"Kalyanpur, Lucknow",1.0,
2732,Lucknow Metro Hospital,"Gomtinagar, Lucknow",2.0,
2733,Globe Hospital,"Alamnagar, Lucknow",1.0,
2734,Urmila Hospital,"Fazullaganj, Lucknow",1.0,
2735,Harsh Hospital,"Sector-c Sitapur Rd, Lucknow",2.0,
2736,Vishal Hospital And Heart Center,"Jankipuram, Lucknow",1.0,
2737,Life Care Hospital,"Sector-c Sitapur Rd, Lucknow",1.0,10.0
2738,New Lucknow Hospital,"Aliganj sector C, Lucknow",1.0,
2739,Rajaram Hospital,"Alambagh, Lucknow",1.0,
2740,Alamnagar Hospital,"Alamnagar, Lucknow",1.0,
2741,Lucknow Hospital,"Krishna Nagar, Lucknow",1.0,
2742,Medwell Hospital,"Hazratganj, Lucknow",2.0,
2743,Nishat Hospital,"Lalbagh, Lucknow",1.0,
2744,Jagrani Hospital,"Kalyanpur, Lucknow",1.0,
2745,SKD Hospital,"Krishna Nagar, Lucknow",1.0,
2746,BBD College Of Dental Sciences,"Lucknow, Lucknow",1.0,
2747,Sambhav Naturecure Hospital,"Gomtinagar, Lucknow",1.0,
2748,New Lucknow Hospital,"Aliganj sector C, Lucknow",2.0,
2749,Rajaram Hospital,"Alambagh, Lucknow",1.0,
2750,Alamnagar Hospital,"Alamnagar, Lucknow",1.0,
2751,Lucknow Hospital,"Krishna Nagar, Lucknow",1.0,
2752,Shrinivas Hospital,"Kankarbagh, Patna",1.0,50.0
2753,Ortho World,"Kankarbagh, Patna",1.0,50.0
2754,State Cancer Institute,"Sheikhpura, Patna",1.0,400.0
2755,Divya Arogyam Nature Cure Hospital,"Ashiananagar, Patna",1.0,
2756,Chakore Nursing Home,"Rajendra Nagar, Patna",4.0,
2757,Raj Diabetic care and Research Centre,"Kankarbagh, Patna",6.0,
2758,Sinha Skin Hospital,"Punaichak, Patna",1.0,
2759,Raj Retina & Eye Care Centre,"Patna, Patna",1.0,5.0
2760,Mahavir Vatsalya Aspataal,"Kurji Md. Pur, Patna",14.0,120.0
2761,Avadh Eye Hospital,"Kankarbagh, Patna",6.0,20.0
2762,Oshodhara Mother and Child Hospital Pvt Ltd,"Kankarbagh, Patna",1.0,20.0
2763,Sinha Skin Hospital,"Chiraiyatand, Patna",1.0,
2764,Magadh Hospital- Patna,"Rajendra Nagar, Patna",16.0,
2765,Balaji Hospital,"Sri Krishnapuri, Patna",1.0,
2766,Sudha Nursing Home,"Pachhim Darwaza, Patna",8.0,
2767,Hari Narayan Memorial Surgical & meternity Center ,"Danapur Cantt, Patna",18.0,
2768,Hope Child Care Hospital,"Kankad Bagh, Patna",1.0,
2769,Lilawati Hospital,"Pahari, Patna",1.0,
2770,Nalanda Maternity Centre,"Patna, Patna",1.0,
2771,Sri Satya Sai  maternity Home,"Tripolia, Patna",18.0,
2772,Padmasri Hospital And IVF Centre,"Akkayyapalem, Visakhapatnam",2.0,
2773,Waltair Multicare Hospital,"Waltair R S, Visakhapatnam",13.0,5.0
2774,Omni RK Super Speciality Hospital,"Ram Nagar, Visakhapatnam",1.0,
2775,Talasila Super Speciality Dental Hospital,"Gajuwaka, Visakhapatnam",1.0,5.0
2776,Joint Surgery Specialist,"Arilova, Visakhapatnam",1.0,
2777,Krishna Children's Hospital,"Akkayyapalem, Visakhapatnam",1.0,2.0
2778,Omni-RK Hospital,"Rampuram, Visakhapatnam",1.0,
2779,Ujhwal Hospitals,"Madhurawada, Visakhapatnam",4.0,100.0
2780,Usha Hospital,"Maharani Peta, Visakhapatnam",1.0,
2781,Mamata Hospital,"Gajuwaka, Visakhapatnam",1.0,
2782,Seven Hills Hospitals,"Waltair R S, Visakhapatnam",1.0,
2783,Life Line Hospital,"Seethammadhara, Visakhapatnam",1.0,
2784,Vijetha Hospital,"Maharani Peta, Visakhapatnam",1.0,100.0
2785,MyCure Hospital - Zila Parishad Junction,"Maharani Peta, Visakhapatnam",1.0,56.0
2786,Aditya Homoeo Hospital,"Kancharapalem, Visakhapatnam",1.0,
2787,Vijay Super Specialty Dental Hospital,"Dwarakanagar, Visakhapatnam",1.0,
2788,Varma Hospital,"Sriharipuram, Visakhapatnam",1.0,
2789,MyCure Hospital - Jagdamba Junction,"Maharani Peta, Visakhapatnam",1.0,100.0
2790,Sunitha Nursing Home,"Visakhapatnam, Visakhapatnam",2.0,
2791,SMS Dental Hospital,"Dondapudi, Visakhapatnam",1.0,
2792,Sri Surya Dental Hospital,"Maharani Peta, Visakhapatnam",4.0,
2793,Saroja Hospital,"Akkayyapalem, Visakhapatnam",3.0,
2794,Bharathi Hospital,"Maharani Peta, Visakhapatnam",1.0,
2795,Radha Krishna Pavan Nursing Home,"Sriharipuram, Visakhapatnam",7.0,3.0
2796,Apollo Hospitals Health City,"Arilova, Visakhapatnam",1.0,
2797,Jyothi Nursing Home,"Maddilapalem, Visakhapatnam",1.0,
2798,kala hospital,"Dwarakanagar, Visakhapatnam",2.0,
2799,Sri Laxmi Nursing Home,"Dabagardens, Visakhapatnam",5.0,
2800,Vijaya Hospitals,"N A D, Visakhapatnam",1.0,
2801,Sri krishna Orthopaedic Hospital,"Gajuwaka, Visakhapatnam",1.0,
2802,Sai Sathya Hospital,"Arilova, Visakhapatnam",1.0,
2803,Krishna Hospital,"Maharani Peta, Visakhapatnam",1.0,40.0
2804,HCG-Pinnacle Cancer Hospital,"Arilova, Visakhapatnam",1.0,
2805,Sai Bharadwaja Ayurvedic Hospital,"MVP Colony, Visakhapatnam",1.0,
2806,Laxmi Orthopedic hospital ,"Anakapalle, Visakhapatnam",1.0,
2807,Sai Bharadwaja Ayurvedic Hospital,"Kurmannapalem, Visakhapatnam",2.0,
2808,Ujwal Hospital,"Madhurawada, Visakhapatnam",1.0,
2809,Navaratnam - Kesava Rao Charitable Health Centre,"Gajuwaka, Visakhapatnam",1.0,
2810,M S R Hospital Surgical And Laparoscopic Centre,"Sriharipuram, Visakhapatnam",1.0,5.0
2811,Apollo Hospitals,"Vijay Nagar, Indore",1.0,
2812,Nihar Netralaya,"Malharganj, Indore",5.0,
2813,CHL Hospital,"LIG Colony, Indore",1.0,250.0
2814,Choithram Hospital & Research Centre,"Manikbagh, Indore",27.0,200.0
2815,Child Care Hospital,"Tilak Nagar, Indore",84.0,
2816,Shalby Hospital,"Old Palasia, Indore",5.0,200.0
2817,Ashadeep Hospital,"Vijay Nagar, Indore",25.0,25.0
2818,One Centre for Gynaecological Excellence,"Vijay Nagar, Indore",14.0,10.0
2819,Angel Hospital,"Bengali Square, Indore",44.0,
2820,Centre for Sight,"Sapna Sangeeta, Indore",10.0,
2821,Shakuntala Devi Hospital And Research Centre,"Bengali Square, Indore",9.0,
2822,Dr. Hardia Eye Hospital,"Chhavni, Indore",29.0,
2823,Greater Kailash Hospital,"Old Palasia, Indore",27.0,
2824,Neoretina Hospital,"AB Road, Indore",11.0,
2825,Medanta Superspeciality Hospital,"Vijay Nagar, Indore",18.0,150.0
2826,Akole Nursing Home,"Indore Pardesipura, Indore",3.0,
2827,Apollo Hospitals,"Vijay Nagar, Indore",10.0,
2828,Gokuldas Open Heart Hospital,"Indore Tukoganj, Indore",1.0,
2829,Gokuldas Hospital,"Indore Tukoganj, Indore",6.0,
2830,Medicare Hospital & Research Centre,"Old Palasia, Indore",1.0,
2831,Nirmal Eye Hospital,"Pipliyahana, Indore",5.0,
2832,Jeevan Jyoti Eye Hospital,"AB Road, Indore",1.0,
2833,Centre for Sight,"Vijay Nagar, Indore",2.0,
2834,Shiv Parvati Memorial Charitable Hospital,"Chhavni, Indore",10.0,
2835,Kailash Hospital,"Sector 27, Noida",1.0,325.0
2836,Max Hospital,"Sector 19, Noida",11.0,20.0
2837,Yatharth Wellness Hospital & Trauma Centre,"Greater Noida, Noida",8.0,157.0
2838,Metro Multispeciality Hospital,"Sector 11, Noida",42.0,207.0
2839,Noida Medicare Centre Ltd.,"Sector 30, Noida",12.0,
2840,Fortis Hospital,"Sector 62, Noida",11.0,75.0
2841,Apollo Hospitals,"Sector 26, Noida",3.0,700.0
2842,Surbhi Hospital,"Sector 35, Noida",1.0,200.0
2843,Bhardwaj Hospital & Healthcare,"Sector 29, Noida",11.0,
2844,Sumitra Hospital,"Sector 35, Noida",23.0,50.0
2845,ICare Eye Hospital,"Sector 26, Noida",6.0,10.0
2846,Astha Hospital,"Greater Noida, Noida",2.0,
2847,Ganapati Hospital And Maternity Center,"Sector 108, Noida",22.0,5.0
2848,Jaypee Hospital,"Greater Noida West, Noida",2.0,50.0
2849,Dr. Akash Garg Clinic,"Sector 22, Noida",2.0,34.0
2850,J S Hospital,"Sector 135, Noida",1.0,100.0
2851,Yatharth Wellness Superspeciality Hospital,"Sector 110, Noida",1.0,340.0
2852,Max Multispeciality Hospital,"Greater Noida, Noida",9.0,114.0
2853,Green City Hospital,"Greater Noida, Noida",1.0,50.0
2854,AIMS Hospital,"Greater Noida, Noida",3.0,50.0
2855,Amrapali Hospital,"Greater Noida, Noida",1.0,100.0
2856,Samvedana Physiotherapy & Rehabilitation Centre @ Samvedana Hospital,"Sector 48, Noida",1.0,100.0
2857,Life Care Hospital,"Sector 61, Noida",1.0,50.0
2858,Tripathi Hospital,"Sector 119, Noida",1.0,50.0
2859,IndoGulf Hospital & Diagnostics,"Sector 19, Noida",1.0,50.0
2860,Jaypee Hospital,"Sector 128, Noida",2.0,1200.0
2861,SJM Super Speciality Hospital,"Sector 63, Noida",1.0,125.0
2862,Prayag Hospital,"Sector 41, Noida",9.0,35.0
2863,Prakash Hospital ,"Sector 33, Noida",1.0,
2864, Prakash Hospital,"Sector 33, Noida",14.0,120.0
2865,MITR Hospitals,"Sector 35, Noida",2.0,100.0
2866,Metro Hospitals & Heart Institute,"Sector 12, Noida",2.0,110.0
2867,Satya Medical Centre,"Sector 34, Noida",7.0,50.0
2868,Felix Hospital,"Sector 137, Noida",3.0,150.0
2869,Vinayak Hospital,"Sector 27, Noida",1.0,50.0
2870,Sharma Medicare Hospital,"Greater Noida, Noida",1.0,120.0
2871,Ivory Hospital,"Sector 36, Noida",13.0,
2872,Manas Hospital,"Sector 34, Noida",2.0,82.0
2873,Dipakshi Multispeciality Hospital,"Sector 33, Noida",6.0,100.0
2874,New Hospital,"Sector 50, Noida",31.0,
2875,Kumar Hospital,"Greater Noida, Noida",6.0,30.0
2876,Vidya Hospital,"Dadri, Noida",1.0,100.0
2877,Santura Hospital,"Greater Noida, Noida",2.0,20.0
2878,Bakson's Homoeopathic Centre for Allergy,"Sector 18, Noida",2.0,
2879,Bakson's Homoeopathic Medical College and Hospital,"Greater Noida, Noida",2.0,
2880,NMC Hospital,"Sector 30, Noida",1.0,
2881,"Kailash Hospital, Greater Noida","Greater Noida, Noida",1.0,
2882,Om Hospital,"Noida, Noida",3.0,
2883,Dipakshi Multispeciality Hospital,"Sector 33, Noida",3.0,100.0
2884,New Hospital,"Sector 50, Noida",1.0,
2885,Bhandari Hospital,"Gopalpura, Jaipur",1.0,100.0
2886,Shree Sumangal Poly Clinic & Hospital,"Durgapura, Jaipur",1.0,10.0
2887,Chandrabhan Hospital And Maternity Center,"Sodala, Jaipur",1.0,15.0
2888,Narayana Multispeciality Hospital,"Amer, Jaipur",1.0,290.0
2889,Physiotherapy Healing Centre,"Vidhyadhar Nagar, Jaipur",1.0,
2890,Agarwal Hospital & Fertility Centre,"Vaishali Nagar, Jaipur",1.0,15.0
2891,Salasar Child Hospital,"Dehar Ka Balaji, Jaipur",1.0,10.0
2892,Apollo Spectra Hospitals,"C Scheme, Jaipur",2.0,40.0
2893,Goyal General Hospital,"Sodala, Jaipur",1.0,25.0
2894,Metro Mas Hospital,"Mansarovar, Jaipur",4.0,
2895,Manipal Hospital,"Vidhyadhar Nagar, Jaipur",1.0,251.0
2896,Fortis Escorts Hospital,"Malviya Nagar, Jaipur",1.0,
2897,Dana Shivam Hospital,"Vidhyadhar Nagar, Jaipur",1.0,100.0
2898,Monilek Hospital and Research Centre,"Jawahar Nagar, Jaipur",1.0,100.0
2899,K.M.S. Hospital,"Tilak Nagar, Jaipur",1.0,34.0
2900,Om Mother N Child Hospital,"Murlipura, Jaipur",1.0,25.0
2901,ASG Eye Hospitals,"Mansarovar, Jaipur",1.0,
2902,Dr. N M Saboo Memorial Hospital & Research Hospital,"Murlipura, Jaipur",2.0,20.0
2903,Poddar Hospital,"Chandpole Bazar, Jaipur",1.0,
2904,Santokba Durlabhji Memorial Hospital,"Bhawani, Jaipur",1.0,
2905,Royal Eye Care Hospital,"Adarsh Nagar, Jaipur",1.0,25.0
2906,Capital Urology Hospital,"Panch Batti, Jaipur",1.0,
2907,Bansal Hospital,"Shyam Nagar, Jaipur",1.0,15.0
2908,Chirayu Hospital,"Boraj, Jaipur",1.0,
2909,Dr Saraswat Dental Hospital,"Vaishali Nagar, Jaipur",1.0,
2910,Zenana Hospital,"Chandpole Bazar, Jaipur",1.0,
2911,Antra Hospital,"Jawahar Nagar, Jaipur",2.0,15.0
2912,Dhanwantri Hospital,"Mansarovar, Jaipur",1.0,
2913,Babylon Children's Hospital,"Adarsh Nagar, Jaipur",,
2914,Satellite Hospital,"Bani Park, Jaipur",,
2915,Centre For Sight,"Malviya Nagar, Jaipur",,
2916,Sarvopari Dental and ENT Hospital,"Jagatpura, Jaipur",,10.0
2917,J. P. Eye Hospital,"Lal Kothi, Jaipur",,
2918,The Royal Orthopaedic Hospital,"Lal Kothi, Jaipur",,
2919,Raj Nursing Home,"Jhotwara, Jaipur",,
2920,Herbs and Hakeem Unani Hospital,"Shastri Nagar, Jaipur",,
2921,Lal Kothi Hospital,"Lal Kothi, Jaipur",,15.0
2922,Soni dental Hospital,"Jhotwara, Jaipur",,
2923,Nalini Hospital,"Jawahar Nagar, Jaipur",,
2924,R A G Hospital,"Vaishali Nagar, Jaipur",,
2925,Vaishali Hospital,"Vaishali Nagar, Jaipur",,
2926,Jaipur hospital ,"Mahaveer Nagar, Jaipur",,
2927,Gopinath Hospital,"Pratap Nagar Housing Board, Jaipur",,
2928,Asopa hospital,"Ajmer Road, Jaipur",,
2929,Critical Care and Trauma Hospital,"Jagatpura, Jaipur",,
2930,Cocoon Hospotal,"Durgapura, Jaipur",,
2931,Mahapura Dental Hospital,"Ajmer Road, Jaipur",,
2932,Soni dental Hospital,"Jhotwara, Jaipur",,
2933,Nalini Hospital,"Jawahar Nagar, Jaipur",,
2934,R A G Hospital,"Vaishali Nagar, Jaipur",,
