,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
6869,Dr. Usha,,,Gynecologist/Obstetrician,Thatha Hospital
6870,Dr. Soumya Patra,,,"Cardiologist,InterventionalCardiologist",Apollo Gleneagles Hospitals
6871,Dr. Sukrit Bose,,,"HeadandNeckSurgeon,ENT/Otorhinolaryngologist",Apollo Gleneagles Hospitals
6872,Dr. Prof. Indranath Kundu,,,ENT/Otorhinolaryngologist,Apollo Gleneagles Hospitals
6873,Dr. Sanjoy Biswas,,,Orthopedist,Apollo Gleneagles Hospitals
6874,Dr. Arindam Pande,,,"InterventionalCardiologist,Cardiologist",Apollo Gleneagles Hospitals
6875,Dr. Suchit Majumdar,,,InterventionalCardiologist,Apollo Gleneagles Hospitals
6876,Dr. Debasish Banarjee,,,"GastroIntestinalSurgeon,GeneralSurgeon",Apollo Gleneagles Hospitals
6877,Dr. Kaustubh Das,,,Dentist,Apollo Gleneagles Hospitals
6878,Dr. Arnab Basak,,,Gynecologist,Apollo Gleneagles Hospitals
6879,Dr. Swagatam Banerjee,,,"ENT/Otorhinolaryngologist,HeadandNeckSurgeon",Apollo Gleneagles Hospitals
6880,Dr. Sharmishtha Patra,,,Gynecologist,Apollo Gleneagles Hospitals
6881,Dr. Srinjoy Saha,,,PlasticSurgeon,Apollo Gleneagles Hospitals
6882,Dr. Prasenjit Chatterjee,,,RadiationOncologist,Apollo Gleneagles Hospitals
6883,Dr. Bikash Majumder,,,"InterventionalCardiologist,Cardiologist",Apollo Gleneagles Hospitals
6884,Dr. Atul Taneja,,,Dermatologist,Apollo Gleneagles Hospitals
6885,Mr. Somnath Mukherjee,,,"SpeechTherapist,Audiologist",Apollo Gleneagles Hospitals
6886,Dr. Raja Nag,,,Cardiologist,Apollo Gleneagles Hospitals
6887,Dr. M.Padmaja Bhattacharya,,,"Gynecologist,Obstetrician",Apollo Gleneagles Hospitals
6888,Dr. Sai Sunil Kishore M,,,Pediatrician,MyCure Hospital - Jagdamba Junction
6889,Dr. Garuda Rama,,,Pediatrician,MyCure Hospital - Jagdamba Junction
6890,Dr. M Radhika,,,"Gynecologist,Obstetrician",MyCure Hospital - Jagdamba Junction
6891,Dr. M Raja,,,"GeneralSurgeon,LaparoscopicSurgeon",MyCure Hospital - Jagdamba Junction
6892,Dr. P.Sri Ram Naveen,,,Nephrologist/RenalSpecialist,MyCure Hospital - Jagdamba Junction
6893,Dr. SDM Shekar ( VC),,,GeneralPhysician,MyCure Hospital - Jagdamba Junction
6894,Dr. S Sriram,,,GeneralPhysician,MyCure Hospital - Jagdamba Junction
6895,Dr. Pardhasaradhi,,,Orthopedist,MyCure Hospital - Jagdamba Junction
6896,Dr. B Sowdamini,,,"Gynecologist,Obstetrician",MyCure Hospital - Jagdamba Junction
6897,Dr. Anita Tripathy,,,GeneralPhysician,MyCure Hospital - Jagdamba Junction
6898,Dr. B V R N Varma,,,"Orthopedist,GeneralPhysician",MyCure Hospital - Jagdamba Junction
6899,Dr. B. Leela Prasad,,,SpineSurgeon,MyCure Hospital - Jagdamba Junction
6900,Dr. D.M.R Jagannada Raju VC,,,GeneralPhysician,MyCure Hospital - Jagdamba Junction
6901,Dr. K.V Sreedhar,,,ENT/Otorhinolaryngologist,MyCure Hospital - Jagdamba Junction
6902,Dr. M Kishore,,,Orthopedist,MyCure Hospital - Jagdamba Junction
6903,Dr. Satish Kalidindi,,,Neurosurgeon,MyCure Hospital - Jagdamba Junction
6904,Dr. V Sailendra Chakravarthy,,,GeneralPhysician,MyCure Hospital - Jagdamba Junction
6905,Dr. Sabbu Kishore,,,GeneralPhysician,MyCure Hospital - Jagdamba Junction
6906,Dr. Neeraj K Varma,,,Ophthalmologist/EyeSurgeon,Kalra Hospital
6907,Dr. Neelabh,,,"Orthopedist,SpineSurgeon,JointReplacementSurgeon",Kalra Hospital
6908,Dr. Atul Aggarwal,,,Urologist,Kalra Hospital
6909,Dr. Hitesh Kumar,,,Pediatrician,Kalra Hospital
6910,Dr. Seema Sharma,,,"Gynecologist,InfertilitySpecialist",Kalra Hospital
6911,Dr. Seema Bhasin,,,Gynecologist,Kalra Hospital
6912,Dr. Archana,,,Gynecologist/Obstetrician,Kalra Hospital
6913,Dr. C P Sachdeva,,,Pediatrician,Kalra Hospital
6914,Dr. Himanshu,,,Orthopedist,Kalra Hospital
6915,Dr. Manoj Aggarwal,,,PainManagementSpecialist,Kalra Hospital
6916,Dr. Rajesh Garg,,,"Orthopedist,JointReplacementSurgeon,SpineSurgeon",Kalra Hospital
6917,Dr. Vikas Thakran,,,Cardiologist,Kalra Hospital
6918,Dr. Vipin Kamboj,,,ENT/Otorhinolaryngologist,Kalra Hospital
6919,Dr. Vikram Kalra,,,Nephrologist/RenalSpecialist,Kalra Hospital
6920,Dr. Sukhvinder Singh Saggu,,,"GeneralSurgeon,LaparoscopicSurgeon",Kalra Hospital
6921,Dr. Umesh Gupta,,,Nephrologist/RenalSpecialist,Kalra Hospital
6922,Dr. Upinder Kaur,,,Psychologist,Kalra Hospital
6923,Dr. Govind Verma,,,Gastroenterologist,Pace Hospitals
6924,Dr. Shyam Varma,,,"Urologist,LaparoscopicSurgeon,Andrologist",Pace Hospitals
6925,Dr. Anju Varma,,,Ophthalmologist/EyeSurgeon,Pace Hospitals
6926,Dr. Ramesh Parimi,,,"MedicalOncologist,SurgicalOncologist",Pace Hospitals
6927,Dr. Anand V Agroya,,,Orthopedist,Pace Hospitals
6928,Dr. Somnath Gupta,,,"InternalMedicine,GeneralPhysician,ConsultantPhysician",Pace Hospitals
6929,Dr. Raj Kirit E.P.,,,Dermatologist,Pace Hospitals
6930,Dr. D Hari Krishna Reddy,,,ENT/Otorhinolaryngologist,Pace Hospitals
6931,Dr. G Shobha,,,"Gynecologist,LaparoscopicSurgeon(Obs&Gyn)",Pace Hospitals
6932,Dr. V Vamsidhar Reddy,,,Gastroenterologist,Pace Hospitals
6933,Dr. Usha Rani,,,"InternalMedicine,GeneralPractitioner",Pace Hospitals
6934,Dr. Sashidhar,,,Nephrologist/RenalSpecialist,Pace Hospitals
6935,Dr. V Venkata Sampath,,,"MedicalOncologist,RadiationOncologist",Pace Hospitals
6936,Dr. Mahesh Babu Chalamcherla,,,"LaparoscopicSurgeon,GeneralSurgeon",Pace Hospitals
6937,Dr. D.M.Krishna,,,Ophthalmologist/EyeSurgeon,Shalivahana Multi Speciality Hospital
6938,Dr. Sudarshan Vishwanath,,,GeneralPhysician,Shalivahana Multi Speciality Hospital
6939,Dr. Venkata ramana,,,Orthopedist,Shalivahana Multi Speciality Hospital
6940,Dr. Sudarshan,,,Urologist,Shalivahana Multi Speciality Hospital
6941,Dr. Sangeetha,,,Gynecologist/Obstetrician,Shalivahana Multi Speciality Hospital
6942,Dr. Rajashekar Reddy,,,LaparoscopicSurgeon,Shalivahana Multi Speciality Hospital
6943,Dr. Prabhakar,,,LaparoscopicSurgeon,Shalivahana Multi Speciality Hospital
6944,Dr. Nagabushanam,,,PlasticSurgeon,Shalivahana Multi Speciality Hospital
6945,Dr. Muralidhar,,,LaparoscopicSurgeon,Shalivahana Multi Speciality Hospital
6946,Dr. Hari krishna,,,Psychiatrist,Shalivahana Multi Speciality Hospital
6947,Dr. Geetha,,,Gynecologist,Shalivahana Multi Speciality Hospital
6948,Dr. Hanumanth Rao,,,Homoeopath,Shalivahana Multi Speciality Hospital
6949,Dr. Harikumar Ravva,,,Psychiatrist,Shalivahana Multi Speciality Hospital
6950,Dr. Ram Subhaiah,,,Pediatrician,Shalivahana Multi Speciality Hospital
6951,Dr. Hiam Bindhu,,,Gynecologist/Obstetrician,Shalivahana Multi Speciality Hospital
6952,Dr. Lavanya,,,Gynecologist/Obstetrician,Shalivahana Multi Speciality Hospital
6953,Dr. Sirisha,,,"Dermatologist,Venereologist",Shalivahana Multi Speciality Hospital
6954,Dr. Anjaiah,,,Orthopedist,Sai Sanjeevini Hospitals
6955,Dr. Arun Kumar T,,,GeneralPhysician,Sai Sanjeevini Hospitals
6956,Dr. G. Purushotham,,,Urologist,Sai Sanjeevini Hospitals
6957,Dr. G. Ravi,,,GeneralPhysician,Sai Sanjeevini Hospitals
6958,Dr. M.Ravindranath,,,Pulmonologist,Sai Sanjeevini Hospitals
6959,Dr. Swapna Chekuri,,,"Obstetrician,Gynecologist,InfertilitySpecialist",Sai Sanjeevini Hospitals
6960,Dr. P S Vali,,,Nephrologist/RenalSpecialist,Sai Sanjeevini Hospitals
6961,Dr. Y. Murali Krishna,,,Neurosurgeon,Sai Sanjeevini Hospitals
6962,Dr. G.Ravi,,,GeneralSurgeon,Sai Sanjeevini Hospitals
6963,Dr. K.Ravi,,,Neurosurgeon,Sai Sanjeevini Hospitals
6964,Dr. P Sharvan Kumar,,,Gastroenterologist,Sai Sanjeevini Hospitals
6965,Dr. Sudarshan,,,Cardiologist,Sai Sanjeevini Hospitals
6966,Dr. Satya Sridhar,,,CardiothoracicSurgeon,Sai Sanjeevini Hospitals
6967,Dr. Swapna Ch,,,Gynecologist,Sai Sanjeevini Hospitals
6968,Dr. M Rajashekar Reddy,,,ENT/Otorhinolaryngologist,Sai Sanjeevini Hospitals
6969,Dr. Sasidher Reddy,,,Radiologist,Sai Sanjeevini Hospitals
6970,Dr. P Ratnachari,,,GeneralPhysician,Sai Sanjeevini Hospitals
6971,Dr. VinodKumar,,,Pulmonologist,Prashanth Superspeciality Hospital
6972,Dr. Deepthi Motiram,,,"Dermatologist,Trichologist,PediatricDermatologist",Prashanth Superspeciality Hospital
6973,Dr. Nallaperumal,,,Diabetologist,Prashanth Superspeciality Hospital
6974,Dr. G. Gopalaswamy,,,GeneralSurgeon,Prashanth Superspeciality Hospital
6975,Dr. T Vijay Kumar,,,Pediatrician,Prashanth Superspeciality Hospital
6976,Dr. Raghavendran R,,,Neurosurgeon,Prashanth Superspeciality Hospital
6977,Dr. Geetha HariPriya,,,"Gynecologist,Obstetrician,InfertilitySpecialist",Prashanth Superspeciality Hospital
6978,Dr. Clington J Fernando,,,"Orthopedist,JointReplacementSurgeon,SportsMedicineSurgeon",Prashanth Superspeciality Hospital
6979,Dr. Sivabalan Thiyagarajan,,,Orthopedist,Prashanth Superspeciality Hospital
6980,Dr. Guru Balaji,,,Urologist,Prashanth Superspeciality Hospital
6981,Dr. N. Ahilasamy,,,"ENT/Otorhinolaryngologist,HeadandNeckSurgeon",Prashanth Superspeciality Hospital
6982,Dr. K. Velmurugan,,,"Orthopedist,SpineSurgeon,JointReplacementSurgeon",Prashanth Superspeciality Hospital
6983,Dr. M Pravin,,,Orthopedist,Prashanth Superspeciality Hospital
6984,Dr. Anuj Singh,,,"Dermatologist,Venereologist,AestheticDermatologist",Prashanth Superspeciality Hospital
6985,Dr. Rajan GB,,,"PlasticSurgeon,HandSurgeon",Prashanth Superspeciality Hospital
6986,Dr. Mani Ramesh,,,Orthopedist,Prashanth Superspeciality Hospital
6987,Dr. Sivasankar Jayakumar,,,GeneralPhysician,Prashanth Superspeciality Hospital
6988,Dr. Bharat Bahre,,,"Orthopedist,JointReplacementSurgeon,SpineSurgeon",Aakash Health Care
6989,Dr. Inder Kasturia,,,GeneralPhysician,Aakash Health Care
6990,Dr. Minal Chaudhry,,,"InterventionalRadiologist,Radiologist",Aakash Health Care
6991,Dr. Arvind Singh Bais,,,ENT/Otorhinolaryngologist,Aakash Health Care
6992,Dr. Nishant Choursia,,,Cardiologist,Aakash Health Care
6993,Dr. Manju Sharma,,,GeneralSurgeon,Aakash Health Care
6994,Dr. N K Goswami,,,Psychiatrist,Aakash Health Care
6995,Dr. Ranendra Chaudhry,,,GeneralSurgeon,Aakash Health Care
6996,Mrs. Anuja R Gaur,,,Dietitian/Nutritionist,Aakash Health Care
6997,Dr. S.M. Hasan,,,Pediatrician,Aakash Health Care
6998,Dr. Sarika,,,ENT/Otorhinolaryngologist,Aakash Health Care
6999,Ms. Nitika Gupta,,,,Aakash Health Care
7000,Dr. Taruna,,,"Gynecologist,Obstetrician",Aakash Health Care
7001,Dr. Vikram Gagneja,,,"Pediatrician,PaediatricIntensivist",Aakash Health Care
7002,Dr. Aashish Chaudhry,,,"Orthopedist,JointReplacementSurgeon,SpineSurgeon",Aakash Health Care
7003,Dr. Parinita Kaur,,,GeneralPhysician,Aakash Health Care
7004,Dr. Vipin Khera,,,ENT/Otorhinolaryngologist,RLKC Hospital & Metro Heart Institute
7005,Dr. Vishal Dhir,,,CardiothoracicSurgeon,RLKC Hospital & Metro Heart Institute
7006,Dr. S.K Sehgal,,,Psychiatrist,RLKC Hospital & Metro Heart Institute
7007,Dr. Prakash Kumar Mehta,,,"LaparoscopicSurgeon,GeneralSurgeon",RLKC Hospital & Metro Heart Institute
7008,Dr. Smita Khullar,,,Gynecologist,RLKC Hospital & Metro Heart Institute
7009,Dr. Rajesh Kumar,,,Neurologist,RLKC Hospital & Metro Heart Institute
7010,Dr. Rajesh Kumar Data,,,"Orthopedist,JointReplacementSurgeon,SpineSurgeon",RLKC Hospital & Metro Heart Institute
7011,Dr. Sunil Sareen,,,Pediatrician,RLKC Hospital & Metro Heart Institute
7012,Dr. Rakesh Chugh,,,Cardiologist,RLKC Hospital & Metro Heart Institute
7013,Dr. Ravi Gupta,,,Orthopedist,RLKC Hospital & Metro Heart Institute
7014,Dr. Manish Bummerkar,,,"Neurosurgeon,NeurointerventionalSurgery",RLKC Hospital & Metro Heart Institute
7015,Dr. Sunil Sofat,,,Cardiologist,RLKC Hospital & Metro Heart Institute
7016,Dr. Uma Verma,,,"Obstetrician,Gynecologist",RLKC Hospital & Metro Heart Institute
7017,Dr. Dharmender Kumar,,,InternalMedicine,RLKC Hospital & Metro Heart Institute
7018,Dr. Garima Kaur,,,"Obstetrician,Gynecologist",RLKC Hospital & Metro Heart Institute
7019,Dr. Nirupam Adlakha,,,Urologist,RLKC Hospital & Metro Heart Institute
7020,Dr. Bharath,,,PlasticSurgeon,MediHope Super Speciality Hospital
7021,Dr. Meera Ranjini,,,"ENT/Otorhinolaryngologist,Allergist/Immunologist",MediHope Super Speciality Hospital
7022,Dr. Gururaj. G.P,,,Psychiatrist,MediHope Super Speciality Hospital
7023,Dr. Shraddha Verma,,,GeneralSurgeon,MediHope Super Speciality Hospital
7024,Dr. Sheetal Chaurasia,,,Pulmonologist,MediHope Super Speciality Hospital
7025,Dr. Veena Vidyasagar,,,"Obstetrician,Gynecologist",MediHope Super Speciality Hospital
7026,Dr. Vishwa Prasad,,,InternalMedicine,MediHope Super Speciality Hospital
7027,Dr. Sveta Agarwal,,,Pediatrician,MediHope Super Speciality Hospital
7028,Dr. Suvidha Kaul,,,ENT/Otorhinolaryngologist,MediHope Super Speciality Hospital
7029,Dr. Vinay Kumar M S,,,"Orthopedist,SpineSurgeon,SpineAndPainSpecialist",MediHope Super Speciality Hospital
7030,Dr. Satish D,,,Nephrologist/RenalSpecialist,MediHope Super Speciality Hospital
7031,Dr. Anil Kumar M R,,,RadiationOncologist,MediHope Super Speciality Hospital
7032,Dr. Lokesh K N,,,"MedicalOncologist,HematologicOncologist",MediHope Super Speciality Hospital
7033,Ms. Amrita Sen,,,ClinicalPsychologist,MediHope Super Speciality Hospital
7034,Dr. Kanti sahu,,,"Gynecologist,Obstetrician",MediHope Super Speciality Hospital
7035,Dr. Arivazhagan,,,"Cardiologist,CardiothoracicSurgeon",MediHope Super Speciality Hospital
7036,Dr. Sumant Patil,,,"Pediatrician,PaediatricIntensivist",Surya Mother & Child Super Speciality Hospital
7037,Dr. Sandeep B Patil,,,"PediatricNeurologist,Pediatrician",Surya Mother & Child Super Speciality Hospital
7038,Dr. Priyamvada Shah,,,"Gynecologist,Obstetrician,InfertilitySpecialist",Surya Mother & Child Super Speciality Hospital
7039,Dr. Amita Kaul,,,Pediatrician,Surya Mother & Child Super Speciality Hospital
7040,Dr.  Manisha Munemane,,,"Gynecologist,Obstetrician,InfertilitySpecialist",Surya Mother & Child Super Speciality Hospital
7041,Dr. Mandar Acharya,,,Orthopedist,Surya Mother & Child Super Speciality Hospital
7042,Dr. Dilip Walke,,,"Gynecologist,Obstetrician,InfertilitySpecialist",Surya Mother & Child Super Speciality Hospital
7043,Dr. Jagrati Laad,,,"Gynecologist,Obstetrician,InfertilitySpecialist",Surya Mother & Child Super Speciality Hospital
7044,Dr. Anil Chittake,,,"InfertilitySpecialist,Gynecologist,Obstetrician",Surya Mother & Child Super Speciality Hospital
7045,Dr. Shilpy Dolas,,,"BreastSurgeon,GeneralSurgeon",Surya Mother & Child Super Speciality Hospital
7046,Dr. Rajesh K. Bawaskar,,,"Gynecologist,InfertilitySpecialist,Obstetrician",Surya Mother & Child Super Speciality Hospital
7047,Dr. Mugdha Bawaskar,,,Pediatrician,Surya Mother & Child Super Speciality Hospital
7048,Dr. Abhimanyu Sengupta,,,Pediatrician,Surya Mother & Child Super Speciality Hospital
7049,Dr. Pritam Prakash Sulakhe,,,"InfertilitySpecialist,ReproductiveEndocrinologist(Infertilty),Gynecologist",Surya Mother & Child Super Speciality Hospital
7050,Dr. Adarsh Hegde,,,PediatricSurgeon,Surya Mother & Child Super Speciality Hospital
7051,Dr. Kshama Kulkarni,,,"PediatricSurgeon,LaparoscopicSurgeon",Surya Mother & Child Super Speciality Hospital
7052,Dr. Smaranika Tripathy,,,Psychologist,Columbia Asia Hospitals
7053,Dr. Ranjan Kumar Sharma,,,Cardiologist,Columbia Asia Hospitals
7054,Dr. Subrata Saha,,,,Columbia Asia Hospitals
7055,Dr. Rajesh Kumar Goel,,,Pediatrician,Columbia Asia Hospitals
7056,Dr. Sagarika Mukherjee,,,"Endocrinologist,Diabetologist",Columbia Asia Hospitals
7057,Dr. Umasankar Mukherjee,,,"LaparoscopicSurgeon,GeneralSurgeon",Columbia Asia Hospitals
7058,Dr. Bratati Bhattacharyya,,,"Obstetrician,Gynecologist",Columbia Asia Hospitals
7059,Dr. Tapan Mukherjee,,,GeneralSurgeon,Columbia Asia Hospitals
7060,Dr. Pavitra Chakravarty,,,Pediatrician,Columbia Asia Hospitals
7061,Dr. Deepti Gupta,,,"Gynecologist,LaparoscopicSurgeon(Obs&Gyn),InfertilitySpecialist",Columbia Asia Hospitals
7062,Dr. Sandip Chakrabarti,,,"LaparoscopicSurgeon,BariatricSurgeon,GeneralSurgeon",Columbia Asia Hospitals
7063,Dr. Sankar Das Mahapatra,,,"Obstetrician,Gynecologist",Columbia Asia Hospitals
7064,Dr. Subhasish Das,,,Ophthalmologist/EyeSurgeon,Columbia Asia Hospitals
7065,Dr. Nilabha Bhaduri,,,Gynecologist,Columbia Asia Hospitals
7066,Dr. Basab Raj Ghosh,,,Psychologist,Columbia Asia Hospitals
7067,Dr. Rathindra Nath Dutta,,,"Dermatologist,Dermatosurgeon",Columbia Asia Hospitals
7068,Dr. Ravula Phani Krishna,,,"Gastroenterologist,IntestineSurgeon,GastroIntestinalSurgeon",Pace Hospital
7069,Dr. Ramesh Parimi,,,"MedicalOncologist,SurgicalOncologist",Pace Hospital
7070,Dr. Raj Kirit E.P.,,,Dermatologist,Pace Hospital
7071,Dr. Govind Verma,,,Gastroenterologist,Pace Hospital
7072,Dr. G Shobha,,,"Gynecologist,LaparoscopicSurgeon(Obs&Gyn)",Pace Hospital
7073,Dr. Jayini P Rammohen,,,"JointReplacementSurgeon,Orthopedist",Pace Hospital
7074,Dr. Shyam Varma,,,"Urologist,LaparoscopicSurgeon,Andrologist",Pace Hospital
7075,Dr. Somnath Gupta,,,"InternalMedicine,GeneralPhysician,ConsultantPhysician",Pace Hospital
7076,Dr. Krishna Vijaykumar Patil,,,Nephrologist/RenalSpecialist,Pace Hospital
7077,Dr. Sashidhar,,,Nephrologist/RenalSpecialist,Pace Hospital
7078,Dr. Anand V Agroya,,,Orthopedist,Pace Hospital
7079,Dr. Sudhaker Barla,,,"GeneralPhysician,ConsultantPhysician,InternalMedicine",Pace Hospital
7080,Dr. V Manjula (PT),,,Physiotherapist,Pace Hospital
7081,Dr. Ravi Kumar P,,,"Orthopedist,JointReplacementSurgeon",Pace Hospital
7082,Dr. V. S. Srinath,,,"HeadandNeckSurgeon,ENT/Otorhinolaryngologist",Pace Hospital
7083,Dr. Satyanarayana Reddy,,,"Nephrologist/RenalSpecialist,InternalMedicine",Pace Hospital
7084,Dr. Prasad VSV,,,Pediatrician,Lotus Hospital for Women and Childrens
7085,Dr. Namitha N.Deshmukh,,,Pediatrician,Lotus Hospital for Women and Childrens
7086,Dr. Mohammed Abdul Kadeer Jeelani,,,Pediatrician,Lotus Hospital for Women and Childrens
7087,Dr. Suba Sundaresan,,,Pediatrician,Lotus Hospital for Women and Childrens
7088,Dr. B. Sudha,,,Pediatrician,Lotus Hospital for Women and Childrens
7089,Dr. Dekata parag shankarrao,,,Pediatrician,Lotus Hospital for Women and Childrens
7090,Dr. Lavanya Kannaiyan,,,PediatricSurgeon,Lotus Hospital for Women and Childrens
7091,Dr. Shwetha Priyadarshini,,,"Pediatrician,GeneralPhysician",Lotus Hospital for Women and Childrens
7092,Dr. Rahul Mansing Kadam,,,Pediatrician,Lotus Hospital for Women and Childrens
7093,Dr. Naveen Kumar R,,,"Dentist,Implantologist,PediatricDentist",Lotus Hospital for Women and Childrens
7094,Dr. Asif Haneef,,,Orthopedist,Lotus Hospital for Women and Childrens
7095,Dr. Prasant P Patil,,,Pediatrician,Lotus Hospital for Women and Childrens
7096,Dr. M Sudha,,,Pediatrician,Lotus Hospital for Women and Childrens
7097,Dr. Amarnath Kulkarni,,,Pediatrician,Lotus Hospital for Women and Childrens
7098,Dr. Anjani Kumar,,,Physiotherapist,Lotus Hospital for Women and Childrens
7099,Dr. Lokesh Saini,,,PediatricNeurologist,Lotus Hospital for Women and Childrens
7100,Dr. Rakesh Gopal,,,Cardiologist,Apollo Speciality Cancer Hospital
7101,Dr. Vikas Mahajan,,,SurgicalOncologist,Apollo Speciality Cancer Hospital
7102,Dr. Rajaraman,,,"SurgicalOncologist,GeneralPhysician",Apollo Speciality Cancer Hospital
7103,Dr. Mani C S,,,SurgicalOncologist,Apollo Speciality Cancer Hospital
7104,Dr. Ayyapan,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7105,Dr. Ramkumar,,,GeneralSurgeon,Apollo Speciality Cancer Hospital
7106,Dr. A N Jayaraaman,,,Dermatologist,Apollo Speciality Cancer Hospital
7107,Dr. Vijayakumar G,,,Diabetologist,Apollo Speciality Cancer Hospital
7108,Dr. Balaji Venkatachalam,,,Diabetologist,Apollo Speciality Cancer Hospital
7109,Dr. Subathira,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7110,Dr. Dhalapathy Sadacharan,,,GeneralSurgeon,Apollo Speciality Cancer Hospital
7111,Dr. Rajendran B,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7112,Dr. Debnarayan Dutta,,,"Radiologist,GeneralPhysician",Apollo Speciality Cancer Hospital
7113,Dr. Rayappa C,,,ENT/Otorhinolaryngologist,Apollo Speciality Cancer Hospital
7114,Dr. A N Vaidhyswaran,,,RadiationOncologist,Apollo Speciality Cancer Hospital
7115,Dr. Sanjay Chandrasekar,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7116,Dr. Sriprakash Duraisamy,,,ENT/Otorhinolaryngologist,Apollo Speciality Cancer Hospital
7117,Dr. Rathna Devi,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7118,Dr. Lakhsmi,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7119,Dr. Sitharam K,,,Psychiatrist,Apollo Speciality Cancer Hospital
7120,Dr. Jayashree Soundararajan,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7121,Dr. Mahadev P,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7122,Dr. Krishnamurthy,,,"Rheumatologist,GeneralPhysician",Apollo Speciality Cancer Hospital
7123,Dr. Premkumar K,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7124,Dr. S Ganesh,,,InternalMedicine,Apollo Speciality Cancer Hospital
7125,Dr. Naveen Ravel,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7126,Dr. Kannan S,,,ENT/Otorhinolaryngologist,Apollo Speciality Cancer Hospital
7127,Dr. Sundara Rajan,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7128,Dr. Jayashree Narasimhan,,,Pulmonologist,Apollo Speciality Cancer Hospital
7129,Dr. Manjushree Naik,,,PlasticSurgeon,Apollo Speciality Cancer Hospital
7130,Dr. Shivaram,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7131,Dr. Sowminarayanan R,,,GeneralSurgeon,Apollo Speciality Cancer Hospital
7132,Dr. Antony Aravindh,,,PlasticSurgeon,Apollo Speciality Cancer Hospital
7133,Dr. Jothisankar P,,,GeneralSurgeon,Apollo Speciality Cancer Hospital
7134,Dr. Niveditha Bharathy,,,Gynecologist,Apollo Speciality Cancer Hospital
7135,Dr. Mayil Vahanan Natarajan,,,Orthopedist,Apollo Speciality Cancer Hospital
7136,Dr. Narassa Narayani,,,Gynecologist,Apollo Speciality Cancer Hospital
7137,Dr. Arunachalam CT,,,Orthopedist,Apollo Speciality Cancer Hospital
7138,Dr. Jaishree Gajaraj,,,Gynecologist,Apollo Speciality Cancer Hospital
7139,Dr. Biswajit Dutta Baruah,,,"Orthopedist,JointReplacementSurgeon",Apollo Speciality Cancer Hospital
7140,Dr. Vijayalakshmi Balakrishnan,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7141,Dr. Chokkalingam,,,Orthopedist,Apollo Speciality Cancer Hospital
7142,Dr. Major Raghavan,,,Ophthalmologist/EyeSurgeon,Apollo Speciality Cancer Hospital
7143,Dr. Raja M A,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7144,Dr. Chandrasekar K,,,Neurosurgeon,Apollo Speciality Cancer Hospital
7145,Dr. Raja M,,,"MedicalOncologist,GeneralPhysician",Apollo Speciality Cancer Hospital
7146,Dr. Ramanan S G,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7147,Dr. Mahesh,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7148,Dr. Vishveswar Reddy,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7149,Dr. Shankar Ganesh,,,Neurosurgeon,Apollo Speciality Cancer Hospital
7150,Dr. Raja Mahesh,,,"Nephrologist/RenalSpecialist,GeneralPhysician",Apollo Speciality Cancer Hospital
7151,Dr. Reginald J,,,GeneralPhysician,Apollo Speciality Cancer Hospital
7152,Dr. Vincent Thamburaj,,,"GeneralPhysician,Neurologist",Apollo Speciality Cancer Hospital
7153,Dr. Natrajan,,,GeneralSurgeon,Apollo Speciality Cancer Hospital
