DOC_ID,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
6144,Dr. Trimurti Nadkarni,26.0,MBBS MRCPCH (UK) ,Neurologist,Bhatia  Hospital
6145,Dr. Tripti Deb,4.0,MBBS DM - Rheumatology ,"Cardiologist,InterventionalCardiologist",Apollo Hospitals
6146,Dr. Tripti Raheja,28.0,MBBS MS - General Surgery ,Gynecologist,Max Hospital
6147,Dr. Tripti Sharan,27.0,MBBS ,"Gynecologist,Obstetrician",Blk Super Speciality Hospital
6148,Dr. Tripura Mishra (PT),13.0,MBBS DNB - General Medicine ,Physiotherapist,Kamakshi Memorial Hospital
6149,Dr. Triveni Dhaka,,MBBS DNB - Obstetrics & Gynecology DGO ,PlasticSurgeon,Manipal Hospital
6150,Dr. Tushar Agarwal,20.0,MBBS DM - Hepatology  FRCP ,Orthopedist,Bombay Hospital & Medical Research Centre
6151,Dr. Tushar Dighe,30.0,MBBS MS - Ophthalmology ,Nephrologist,Deenanath Mangeshkar Hospital
6152,Dr. Tushar Jimulia,42.0,MBBS MD - General Medicine ,Orthopedist,BSES MG Hospital
6153,Dr. Tushar Patil,,MBBS MD - General Medicine ,"HematologicOncologist,MedicalOncologist",Sahyadri Hospitals
6153,Dr. Tushar Patil,,,"HematologicOncologist,MedicalOncologist",Sahyadri Speciality Hospital
6154,Dr. Tushar Ramrao Nemmaniwar,,,GeneralPhysician,Russh Super Specialty Hospital
6155,Dr. Tushar Rege,15.0,MBBS ,GeneralSurgeon,S L Raheja Fortis Hospital
6155,Dr. Tushar Rege,17.0,MBBS MD - General Medicine DM - Neurology ,GeneralSurgeon,Sir H.N. Reliance Foundation Hospital & Research Centre
6156,Dr. Tushar Shah,,MBBS MD - Radiotherapy DM - Medical Oncology ,GeneralPhysician,Criti Care Multi Speciality Hospital & Research Centre
6157,Dr. U. Phalke,15.0,MBBS MS - General Surgery MCh - Surgical Gastroenterology/G.I. Surgery ,Neurosurgeon,Ruby Hall Clinic
6158,Dr. Ubal Dhus,27.0,MBBS MS - General Surgery ,Gastroenterologist,Apollo Hospital
6159,Dr. Udavar,3.0,MBBS MS - General Surgery MCh - Plastic Surgery ,Pediatrician,Ruby Hall Clinic
6160,Dr. Uday A Murgod,6.0,MBBS DNB - General Medicine DNB - Gastroenterology ,Neurologist,Manipal Hospital
6161,Dr. Uday Andar,36.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,Neurosurgeon,Bombay Hospital & Medical Research Centre
6161,Dr. Uday Andar,19.0,MBBS MS - General Surgery Fellowship in Vascular & Endovascular Surgery VSITE ,Neurosurgeon,Bhatia  Hospital
6162,Dr. Uday Bapusaheb Pote,,MBBS MS - General Surgery MCh - Plastic Surgery ,"SpineSurgeon,SpineAndPainSpecialist,Orthopedist",Inamdar Multispeciality Hospital
6163,Dr. Uday Hegdekar,20.0,MBBS MD - General Medicine DM - Endocrinology ,GeneralPhysician,S L Raheja Fortis Hospital
6164,Dr. Uday Krishna Myneni,47.0,MBBS DGO DNB ,"Orthopedist,JointReplacementSurgeon",KIMS - Krishna Institute of Medical Sciences
6165,Dr. Uday Kumar Hosad,36.0,MBBS MS - General Surgery DNB - General Surgery Fellowship in Gastroenterology DNB - Surgical Gastroenterology Fellowship in Hepato Pancreato Biliary Surgery ,"Cardiologist,InterventionalCardiologist",Yashoda Hospital
6166,Dr. Uday Phadke,13.0,MBBS MS - Otorhinolaryngology ,Diabetologist,Ruby Hall Clinic
6166,Dr. Uday Phadke,7.0,MBBS MD - Pediatrics ,Endocrinologist,Ruby Hall Clinic
6167,Dr. Udaya Shankar C,,,Neurologist,Brookefield Hospital
6168,Dr. Udayakumar P,,,AlternativeMedicine,I-AIM Health Care
6169,Dr. Udayandar,19.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery ,Orthopedist,Bhatia  Hospital
6170,Dr. Ujjwal Parikh,17.0,MBBS MD - Pulmonary Medicine ,Pulmonologist,Sir Ganga Ram Hospital
6171,Dr. Ulhas M.Pandurangi,,MBBS MD - General Medicine DM - Rheumatology ,Cardiologist,Madras Medical Mission Hospital
6172,Dr. Ullalkar,,MBBS MCh - Plastic & Reconstructive Surgery ,GeneralSurgeon,Maharashtra Medical Foundation - Joshi Hospital
6173,Dr. Uma Challa,,,"Gynecologist,Obstetrician",Challa Hospitals
6174,Dr. Uma Karri,11.0,MBBS MD - Medicine DM - Cardiology FSCAI ,Radiologist,Care Hospitals
6175,Dr. Uma Khanduri,2.0,"MBBS MD - Dermatology , Venereology & Leprosy ",Pathologist,St Stephens Hospital
6176,Dr. Uma Kishore,29.0,MBBS MD - General Medicine DM - Gastroenterology ,GeneralPhysician,Sanjeevan Hospital
6177,Dr. Uma Krishnaswamy,32.0,MBBS ,GeneralSurgeon,Apollo Hospital
6178,Dr. Uma N,11.0,Fellowship in Robotic Uro-Oncologic FRCS - Urology MRCS (UK) MD - Oncology MBBS ,GeneralPhysician,Apollo Hospital
6179,Dr. Uma Ramesh,11.0,MBBS MS - General Surgery MCh - Cardio Thoracic Surgery ,Ophthalmologist/EyeSurgeon,Apollo Hospital
6180,Dr. Uma Rani,11.0,MBBS MS - General Surgery MCh - Cardio Thoracic Surgery ,Gynecologist/Obstetrician,Sri Balaji Action Medical Institute
6181,Dr. Uma Vaidyanathan,27.0,MBBS MS - Orthopaedics ,Gynecologist,Max Hospital
6182,Dr. Uma Verma,,,"Obstetrician,Gynecologist",RLKC Hospital & Metro Heart Institute
6183,Dr. Uma.R.Arun,21.0,MBBS DDV ,Gynecologist/Obstetrician,Hindu Mission Hospital
6184,Dr. Umakantha Adiga,,,Pediatrician,Sagar Hospital DSI
6185,Dr. Umanath K Nayak,22.0,MBBS MD - Internal Medicine DNB - Gastroenterology ,Oncologist,Apollo Hospitals
6186,Dr. Umasankar Mukherjee,,,"LaparoscopicSurgeon,GeneralSurgeon",Columbia Asia Hospitals
6187,Dr. Umashankar. N,40.0,MBBS MD - Obstetrics & Gynaecology ,Dermatologist,Apollo Hospital
6188,Dr. Umesh Gupta,,BAMS MD - Ayurveda ,Nephrologist/RenalSpecialist,Rockland Hospital
6188,Dr. Umesh Gupta,,,Nephrologist/RenalSpecialist,Kalra Hospital
6189,Dr. Umesh Jalihal,,,Gastroenterologist,Columbia Asia Hospital
6190,Dr. Umesh K. Valecha,23.0,MBBS MD - General Medicine DNB (Cardiology) ,Anesthesiologist,Blk Super Speciality Hospital
6191,Dr. Umesh Nagare,17.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,Orthopedist,Ruby Hall Clinic
6191,Dr. Umesh Nagare,11.0,MBBS DNB - ENT ,Orthopedist,Noble Hospital
6192,Dr. Umesh Nautiyal,15.0,MBBS MS - Orthopaedics ,Nephrologist/RenalSpecialist,Sri Balaji Action Medical Institute
6193,Dr. Umesh Oza,10.0,MBBS ,Urologist,Bombay Hospital & Medical Research Centre
6194,Dr. Umesh Prasad Sharma,,,Neurologist,Omni Hospitals
6195,Dr. Umesh S Adbe,19.0,MBBS MD - Pulmonary Medicine ,GeneralSurgeon,Deenanath Mangeshkar Hospital
6196,Dr. Umesh Thukaram,19.0,MBBS MD - Medicine DM - Gastroenterology ,Neurologist,Continental Hospitals
6197,Dr. Unis Loya,,,Cardiologist,Prince Ali Khan Hospital
6198,Dr. Unmesh Karmarkar,14.0,MBBS DGO DNB - Obstetrics & Gynecology ,"Dentist,Implantologist",Deenanath Mangeshkar Hospital
6199,Dr. Upali Nanda,,BAMS MS - Ayurveda ,FamilyPhysician,Rockland Hospital
6200,Dr. Upendra B.N,7.0,DM - Cardiology MD - General Medicine MBBS ,SpineSurgeon,Mallige Medical Centre
6200,Dr. Upendra B.N,,MBBS Diploma in Otorhinolaryngology (DLO) DNB - ENT ,SpineSurgeon,Bhagwan Mahaveer Jain Hospital - Vasanthnagar
6201,Dr. Upendra Kaul,47.0,MDS - Periodontology and Oral Implantology BDS ,CardiacSurgeon,Fortis Escorts
6202,Dr. Upendra Kumar K,13.0,MBBS Diploma in Anesthesiology ,GeneralSurgeon,People Tree Hospitals
6203,Dr. Upendra Kumar Navuluru,26.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,"Sexologist,Urologist",KIMS - Krishna Institute of Medical Sciences
6204,Dr. Upendra Srinivas,31.0,MBBS DGO MD - Obstetrics & Gynaecology ,"Pathologist,Hematologist",Continental Hospitals
6205,Dr. Upinder Kaur,,,Psychologist,Kalra Hospital
6206,Dr. Upwan K Chauhan,24.0,MBBS MD - General Medicine DM - Cardiology ,Urologist,Max Super Speciality Hospital
6207,Dr. Urmi Mukherji,25.0,MBBS MS - Ophthalmology ,,Max Super Speciality Hospital
6208,Dr. Urmila Anandh,29.0,MBBS MS - Orthopaedics ,Nephrologist/RenalSpecialist,Yashoda Hospital
6209,Dr. Ursekar A T,,,Ophthalmologist/EyeSurgeon,Jaslok Hospital
6209,Dr. Ursekar A T,4.0,MBBS MD - General Medicine ,Ophthalmologist/EyeSurgeon,Masina Hospital 
6210,Dr. Urvashi Kaw,27.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,Dermatologist,Blk Super Speciality Hospital
6211,Dr. Usha,,,Gynecologist/Obstetrician,Thatha Hospital
6212,Dr. Usha Ayyagari,,,Endocrinologist,Apollo Medical Center
6213,Dr. Usha B.R.,,MBBS MD - Pediatrics DCH ,"Gynecologist,Obstetrician,InfertilitySpecialist",BGS Global Hospital
6214,Dr. Usha Jani,,MBBS MS - General Surgery MCh - Surgical Oncology ,Ayurveda,Dr. Jivraj Mehta Smarak Health Foundation
6215,Dr. Usha Krishna,14.0,MBBS MRCS (UK) ,Gynecologist,Bhatia  Hospital
6216,Dr. Usha Krishna Kumar,20.0,MBBS MCh - Neuro Surgery ,Gynecologist,St.Isabel's Hospital
6217,Dr. Usha M Kumar,8.0,MBBS MS - Orthopaedics Diploma in Orthopaedics ,"Gynecologist,Obstetrician",Max Smart Super Speciality Hospital
6218,Dr. Usha Malkani,10.0,MBBS MD - General Medicine ,Dentist,Ruby Hall Clinic
6219,Dr. Usha Mohan,,MBBS DGO DNB - Obstetrics & Gynecology MD - Obstetrics & Gynaecology MD - Reproductive Medicine Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London) ,Gynecologist,Tirath Ram Shah Hospital
6220,Dr. Usha Rani,,,"InternalMedicine,GeneralPractitioner",Pace Hospitals
6220,Dr. Usha Rani,,,"InternalMedicine,GeneralPractitioner",Challa Hospitals
6220,Dr. Usha Rani,24.0,MBBS MD - Nephrology DM - Nephrology ,"Gynecologist,Obstetrician",Yashoda Hospital
6221,Dr. Usha Shridhar,,,Ophthalmologist/EyeSurgeon,Fortis Hospital
6222,Dr. Usha Srinivas,6.0,MBBS MS - Orthopaedics ,Gastroenterologist,Apollo Hospital
6222,Dr. Usha Srinivas,,,Gastroenterologist,Apollo Speciality Cancer Hospital
6223,Dr. Usha Srivastava,5.0,MS - Orthopaedics ,Gynecologist,Batra Hospital & Medical Research Centre
6224,Dr. Ushasht Dhir,15.0,MBBS MS - General Surgery DNB ,GeneralSurgeon,Sir Ganga Ram Hospital
6225,Dr. V Achyut Ram,,MBBS MD - Obstetrics & Gynaecology ,GeneralPhysician,Medwin Hospitals
6226,Dr. V Arun,13.0,MBBS MD - General Medicine DM - Cardiology ,Anesthesiologist,People Tree Hospitals
6227,Dr. V E Amritkar,,MBBS MD - General Medicine ,"ConsultantPhysician,GeneralPhysician",Maharashtra Medical Foundation - Joshi Hospital
6228,Dr. V Ganga Shanker,,,"GeneralSurgeon,LaparoscopicSurgeon",Russh Super Specialty Hospital
6229,Dr. V Gopala Krishnaiah,,,Pulmonologist,BBR Super Speciality Hospital
6230,Dr. V Jaikumar,12.0,MBBS MD - General Medicine DM - Medical Oncology ,"Psychiatrist,AddictionPsychiatrist,Neuropsychiatrist",Kamakshi Memorial Hospital
6231,Dr. V Jigjinni,22.0,MBBS MS - Orthopaedics ,PlasticSurgeon,Ruby Hall Clinic
6232,Dr. V K Sahni,,,"Orthopedist,JointReplacementSurgeon,SpineAndPainSpecialist",Maharaja Agrasen Hospital
6233,Dr. V K Singh,11.0,DM - Gastroenterology MBBS ,GeneralSurgeon,Jaipur Golden Hospital
6233,Dr. V K Singh,,MBBS MS - ENT ,ENT/Otorhinolaryngologist,Rockland Hospital
6234,Dr. V K Swamy,6.0,MBBS MS - Orthopaedics ,Cardiologist,Fortis Malar Hospital
6235,Dr. V Karunakaran,33.0,MBBS MS - Urology MCh - Urology/Genito-Urinary Surgery ,GeneralSurgeon,Hindu Mission Hospital
6236,Dr. V L Phaneshwar,30.0,MBBS MS - General Surgery ,Anesthesiologist,Kamineni Hospitals
6237,Dr. V Lavanya,31.0,MBBS MD - Ophthalmology ,Gynecologist/Obstetrician,Hindu Mission Hospital
6238,Dr. V Laxmanbabu,,,Pulmonologist,Sunshine Hospital
6239,Dr. V Madhini,41.0,MBBS MD - Anaesthesiology ,Gynecologist,St.Isabel's Hospital
6240,Dr. V Manjula (PT),,,Physiotherapist,Pace Hospital
6241,Dr. V N Ravindran,,,CardiothoracicSurgeon,BBR Super Speciality Hospital
6242,Dr. V P Sachar,58.0,MRCPS MBBS ,GeneralPhysician,Sir Ganga Ram Hospital
6243,Dr. V Prakash,,MS - ENT MBBS ,"Neonatologist,Pediatrician",Cloudnine Hospital
6244,Dr. V R Vivekanand,,,AlternativeMedicine,I-AIM Health Care
6245,Dr. V Rajashekar,22.0,MBBS MS - General Surgery Fellowship in Gastroenterology ,Cardiologist,Yashoda Hospital
6246,Dr. V Ram Mohan Reddy,31.0,MBBS MS - General Surgery ,Orthopedist,Continental Hospitals
6247,Dr. V Rama Mohan Reddy,13.0,MBBS DGO MS - Obstetrics & Gynaecology ,RadiationOncologist,Continental Hospitals
6248,Dr. V S Reddy,,,Ophthalmologist,Pristine Hospital
6249,Dr. V Sailendra Chakravarthy,,,GeneralPhysician,MyCure Hospital - Jagdamba Junction
6250,Dr. V Sivram Reddy,,,PlasticSurgeon,Global Hospital
6250,Dr. V Sivram Reddy,,MBBS MS - General Surgery ,PlasticSurgeon,Aditya Hospital
6251,Dr. V Srinivas,23.0,MBBS MS - Urology ,GeneralPhysician,Fortis Malar Hospital
6252,Dr. V Srinivas Reddy,2.0,MD - Obstetrics & Gynaecology DNB - Obstetrics & Gynecology MBBS ,Psychiatrist,Apollo Hospital
6253,Dr. V Surya Prakash Rao,,MBBS MD - Medicine ,"Orthopedist,SpineSurgeon",MaxCure Hospitals
6254,Dr. V T Anand,15.0,MBBS MD - Radio Diagnosis/Radiology ,ENT/Otorhinolaryngologist,Manipal Hospital
6255,Dr. V Udaya Bhaskar,20.0,MBBS MD - Obstetrics & Gynaecology DGO ,Emergency&CriticalCare,Hindu Mission Hospital
6256,Dr. V V Raja Viswanath,,DNB - General Medicine MD - Physician ,"GeneralPhysician,Anesthesiologist",Aditya Hospital
6257,Dr. V V S Prabhakar Rao,,,Radiologist,Omega Hospital
6258,Dr. V Vamsidhar Reddy,,,Gastroenterologist,Pace Hospitals
6259,Dr. V Venkata Sampath,,,"MedicalOncologist,RadiationOncologist",Pace Hospitals
6259,Dr. V Venkata Sampath,44.0,BDS Certificate in Dental Implants Certificate in Dental Implants ,"MedicalOncologist,RadiationOncologist",Yashoda Hospital
6260,Dr. V. Anand Naik,28.0,MBBS DGO DNB - Obstetrics & Gynecology ,"Orthopedist,SpineSurgeon",Max Hospital
6261,Dr. V. B. Narayana Murthy,16.0,MBBS MS - General Surgery Fellowship in Minimal Access Surgery Fellowship of Indian Association of Gastrointestinal Endo Surgeons (FIAGES) ,PlasticSurgeon,Global Hospital
6262,Dr. V. Chandra Sekhar,,MBBS DM - Cardiology ,GeneralPhysician,Sri Sri Holistic Hospitals
6263,Dr. V. Dayasagar Rao,14.0,DNB ,Cardiologist,KIMS - Krishna Institute of Medical Sciences
6264,Dr. V. Jinadas,12.0,MBBS MS - General Surgery MCh - Neuro Surgery ,GeneralPhysician,Fortis Malar Hospital
6265,Dr. V. Karmarkar,10.0,MBBS MS - ENT ,Cardiologist,Ruby Hall Clinic
6266,Dr. V. Kumar,35.0,MBBS MD - Psychiatry ,Psychiatrist,Sir Ganga Ram Hospital
6267,Dr. V. Mohan Raj,,,GeneralPhysician,Geetha Multi Speciality Hospital
6268,Dr. V. N. Tibrewala,22.0,MBBS MD - General Medicine DM - Gastroenterology ,Pediatrician,Bombay Hospital & Medical Research Centre
6269,Dr. V. Ravi,17.0,MBBS MS - Ophthalmology Fellowship in Vitreoretinal Surgery ,Orthopedist,Apollo Hospital
6270,Dr. V. Ravi Sekar,,M.Phil - Clinical Psychology PhD - Psychology Masters in Clinical Psychology ,Cardiologist,Billroth Hospitals
6270,Dr. V. Ravi Sekar,,MBBS MS - General Surgery ,Cardiologist,Abhijay Hospital Pvt Ltd
6271,Dr. V. Ravinder,13.0,MBBS MD - Tuberculosis & Respiratory Diseases/Medicine ,"Dentist,Orthodontist,DentofacialOrthopedist",Manipal Hospital
6272,Dr. V. S. Srinath,,,"HeadandNeckSurgeon,ENT/Otorhinolaryngologist",Pace Hospital
6272,Dr. V. S. Srinath,6.0,MBBS Diploma in Orthopaedics ,"HeadandNeckSurgeon,ENT/Otorhinolaryngologist",KIMS - Krishna Institute of Medical Sciences
6273,Dr. V. Sathavahana Chowdary,37.0,MCh - Urology MS - General Surgery DNB - General Surgery MBBS ,ENT/Otorhinolaryngologist,Apollo Hospitals
6274,Dr. V. Srinivas,16.0,MBBS MS - ENT DNB - ENT ,InternalMedicine,KIMS - Krishna Institute of Medical Sciences
6275,Dr. V. Vaithiswaran,8.0,MBBS MS - General Surgery Fellow in Bariatric & Metabolic Surgery ,"Gastroenterologist,BariatricSurgeon",Global Hospital
6276,Dr. V. Vasumathi,19.0,MD - General Medicine MBBS ,Ophthalmologist,Hindu Mission Hospital
6277,Dr. V. Venkat Ram Narasimha Reddy,11.0,BDS ,Pulmonologist,Kamineni Hospitals
6278,Dr. V.B. Bhasin,35.0,MBBS MS - Orthopaedics ,Orthopedist,Sir Ganga Ram Hospital
6279,Dr. V.Boopathy,28.0,MBBS Diploma in Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,Pediatrician,Hindu Mission Hospital
6280,Dr. V.D. Naniwadekar,29.0,MBBS MD - Psychiatry ,Gynecologist/Obstetrician,Noble Hospital
6281,Dr. V.G.R.Shastry,24.0,MS - General Surgery MBBS ,Emergency&CriticalCare,Max Super Speciality Hospital
6282,Dr. V.Geetha,29.0,MBBS DPM (Psychiatry) ,Ophthalmologist,Hindu Mission Hospital
6283,Dr. V.Haripriya,9.0,MBBS MD - Cardiology DM - Cardiology ,Gynecologist,Kamineni Hospitals
6284,Dr. V.K Batra,23.0,MBBS ,ConsultantPhysician,Max Superspeciality Hospital
6285,Dr. V.K Gupta,7.0,MBBS MD - Obstetrics & Gynaecology DGO ,Gastroenterologist,Max Superspeciality Hospital
6286,Dr. V.K.	Gupta,9.0,MBBS MS - Obstetrics & Gynaecology ,Gastroenterologist,Max Hospital
6287,Dr. V.K. Rastogi,15.0,MBBS MD - Medicine DM - Neurology ,GeneralPhysician,Jaipur Golden Hospital
6288,Dr. V.K.Jain,19.0,MBBS MS - General Surgery DNB - General Surgery MCh - Plastic Surgery ,,Max Super Speciality Hospital
6289,Dr. V.K.Srinagesh,17.0,MBBS MD - Obstetrics & Gynaecology D.F.P DGO Fellow ship of Indian College of Obstetrics and Gynecology (FICOG) ,PlasticSurgeon,Apollo Hospitals
6290,Dr. V.N. Shrikhande,21.0,MBBS DNB ,GeneralSurgeon,Bombay Hospital & Medical Research Centre
6291,Dr. V.Nambi,18.0,MBBS MS - MS.Medicine ,GeneralPhysician,St.Isabel's Hospital
6292,Dr. V.Nayanareddy,26.0,MBBS MS - Orthopaedics ,Dentist,Hindu Mission Hospital
6293,Dr. V.Purushothaman,31.0,MBBS DNB Diploma in Tuberculosis and Chest Diseases (DTCD) ,PlasticSurgeon,Fortis Malar Hospital
6294,Dr. V.R.Anand,13.0,MBBS Diploma in Emergency Medicine ,"PaediatricIntensivist,Pediatrician",Mata Chanan Devi Hospital
6295,Dr. V.Ramu,30.0,MBBS Diploma in Anesthesiology ,Anesthesiologist,Kamineni Hospitals
6296,Dr. V.Raveenthiran,27.0,MBBS MD - Pediatrics ,PediatricSurgeon,Hindu Mission Hospital
6297,Dr. V.S Isser,46.0,MBBS Diploma in Emergency Medicine ,GeneralPhysician,Mata Chanan Devi Hospital
6298,Dr. V.S. Bedi,17.0,MCh - Vascular Surgery MBBS MS - General Surgery ,VascularSurgeon,Sir Ganga Ram Hospital
6299,Dr. V.S. Madan,55.0,MBBS MS - Neuro Surgery ,SpineSurgeon,Sir Ganga Ram Hospital
6300,Dr. V.S.N. Raju,,,Orthopedist,Thatha Hospital
6301,Dr. V.S.P. Bashyam,,MBBS MS - Ophthalmology ,Psychiatrist,Billroth Hospitals
6302,Dr. V.Singaravadivelu,,,Orthopedist,Apollo Medical Center
6303,Dr. VASANTHA KUMAR REDDY,,,,Landmark Hospitals
6303,Dr. VASANTHA KUMAR REDDY,21.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,,KIMS - Krishna Institute of Medical Sciences
6304,Dr. VENKATESHWARA RAO K,,,"Urologist,GeneralPhysician",Brookefield Hospital
6305,Dr. VINAY.R,17.0,MBBS MS - Orthopaedics FRCS - General Surgery MSc - Ortho FRCS - Trauma & Orthopedic Surgery ,,KIMS - Krishna Institute of Medical Sciences
6306,Dr. VKS Kalyani,,MBBS MS - General Surgery MCh - Surgical Gastroenterology/G.I. Surgery ,Ophthalmologist/EyeSurgeon,Sahyadri Speciality Hospital
6307,Dr. Vadamalai Vivek,16.0,MBBS MD - Medicine DM - Neurology ,GeneralPhysician,Apollo Hospital
6308,Dr. Vadhiraja B M,8.0,MBBS MD - General Medicine DM - Medical Oncology ,Oncologist,Manipal Hospital
6309,Dr. Vadivel Kumaran S,,,Gastroenterologist,Kauvery Hospitals
6310,Dr. Vaggu Anand Kumar,33.0,MBBS MD - Internal Medicine ,Dermatologist,KIMS - Krishna Institute of Medical Sciences
6311,Dr. Vagish Kumar,,MCh - Neuro Surgery MRCS (UK) DNB - General Surgery MBBS ,Emergency&CriticalCare,Rockland Hospital
6312,Dr. Vaibhav B. Kasodekar,19.0,MBBS MD - Obstetrics & Gynaecology DGO D.F.P ,Orthopedist,S L Raheja Fortis Hospital
6313,Dr. Vaibhav Bagaria,11.0,MBBS MD - Medicine DNB (Cardiology) MD - Medicine DNB (Cardiology) ,"Orthopedist,JointReplacementSurgeon",Sir H.N. Reliance Foundation Hospital & Research Centre
6314,Dr. Vaibhav Dedhia,4.0,MBBS DNB - General Medicine DNB - Nephrology ,Cardiologist,Masina Hospital 
6315,Dr. Vaibhav Mehta,14.0,MBBS MS - General Surgery ,,Deenanath Mangeshkar Hospital
6316,Dr. Vaibhav R. Kubal,18.0,MBBS MS - Orthopaedics ,Pulmonologist,S L Raheja Fortis Hospital
6317,Dr. Vaikshkhi Rustagi,19.0,MBBS DGO Diploma in Family planning (UK) ,Endocrinologist,Max Superspeciality Hospital
6318,Dr. Vaishalee Kirane,,MBBS MS - Ophthalmology ,Dermatologist,Maharashtra Medical Foundation - Joshi Hospital
6318,Dr. Vaishalee Kirane,,MBBS MS - Orthopaedics ,Dermatologist,Aditya Birla Memorial Hospital
6318,Dr. Vaishalee Kirane,28.0,MBBS MS - General Surgery Diploma in Health Administration ,Dermatologist,Ruby Hall Clinic
6319,Dr. Vaishali Chavan,19.0,MBBS MS - General Surgery ,Gynecologist,Ruby Hall Clinic
6320,Dr. Vaishali Chouhan,7.0,MS - Otorhinolaryngology DNB - ENT MBBS ,Gynecologist,Noble Hospital
6321,Dr. Vaishali Sharma,8.0,MBBS MS - General Surgery MCh - Surgical Oncology ,Gynecologist,Fortis Hospital
6322,Dr. Vaman Khadilkar,20.0,MBBS MD - General Medicine ,Endocrinologist,Bombay Hospital & Medical Research Centre
6323,Dr. Vamshi Krishna M,32.0,MBBS MD - Internal Medicine DM - Cardiology ,Oncologist,Apollo Hospitals
6324,Dr. Vandana,17.0,MBBS Diploma in Laparoscopy ,Gynecologist/Obstetrician,Bhatia  Hospital
6325,Dr. Vandana Gupta,8.0,MBBS Diploma in Anesthesiology DNB - Anaesthesia ,"Gynecologist,Obstetrician,LaparoscopicSurgeon(Obs&Gyn)",Fortis Hospital
6326,Dr. Vandana Kent,,MBBS MS - General Surgery ,Pediatrician,Rockland Hospital
6327,Dr. Vandana Shetty,10.0,MBBS MD - Anaesthesiology ,Gynecologist/Obstetrician,S L Raheja Fortis Hospital
6328,Dr. Vandana Soni,26.0,MBBS DNB - General Surgery DNB - Paediatrics ,GeneralSurgeon,Max Super Speciality Hospital
6329,Dr. Vandana Walvekar,17.0,MBBS MS - Orthopaedics ,Gynecologist,Bhatia  Hospital
6330,Dr. Vani R,,MBBS MD - General Medicine DM - Gastroenterology ,"Gynecologist,InfertilitySpecialist,LaparoscopicSurgeon(Obs&Gyn)",Sagar Hospital
6331,Dr. Vanita Arora,7.0,MBBS MS - General Surgery ,Cardiologist,Max Super Speciality Hospital
6332,Dr. Vanitha Krishnamurthy,19.0,MBBS MS - ENT ,NuclearMedicinePhysician,Global Hospital
6333,Dr. Varadarajan B,26.0,MBBS MCh - Cardio Thoracic Surgery MS - General Surgery ,VascularSurgeon,St.Isabel's Hospital
6334,Dr. Varaprasad Karnati,11.0,MBBS DNB - ENT ,Anesthesiologist,Continental Hospitals
6335,Dr. Varma,,MBBS MD - Pediatrics ,CardiacSurgeon,Sri Sri Holistic Hospitals
6336,Dr. Varms S.Pericherla,17.0,BPTh/BPT ,GeneralSurgeon,Kamineni Hospitals
6337,Dr. Varsha,,MBBS MD - General Medicine DM - Gastroenterology ,Dermatologist,Maharashtra Medical Foundation - Joshi Hospital
